COUNTRY,CONTI-NENT,CODE,UNIVERSITY/ORGANIZATION,FORMER/ OTHER NAMES,ABBRE-VIATION,FACULTY/ DEPARTMENT,SIGNING,EXPIRY,"EXPIRY
CHECK",LEVEL OF COOPERATION,TYPE OF COOPERATION,NOTE,UPDATED
CANADA,America,CA009-1997A001,"New Brunswick, University of",,,,17-Jan-1997,16-Jan-2002,0,University,General Cooperation,,9-Sep-15
CANADA,America,CA009-2002A001,"New Brunswick, University of",,,,13-Feb-2002,12-Feb-2007,0,University,General Cooperation,,9-Sep-15
CANADA,America,CA009-2008A001,"New Brunswick, University of",,,,16-Jan-2008,15-Jan-2013,0,University,General Cooperation,,9-Sep-15
CANADA,America,CA009-2013A001,"New Brunswick, University of",,,,16-Jan-2013,15-Jan-2018,0,University,General Cooperation,,9-Sep-15
CANADA,America,CA009-2016B001,"New Brunswick, University of",,,,2-Aug-2016,30-Jan-2022,1,University,Student Exchange,Exchange begins from Sep 2017,5-Aug-16
CANADA,America,CA010-2004F821,"Ottawa, University of",,,Institute for Population Health,6-Jul-2004,5-Jul-2009,0,Institute of Health Research ,Research Collaboration / Joint Research,,9-Sep-15
CANADA,America,CA010-1993A001,"Ottawa, University of",,,,9-Dec-1993,8-Dec-1998,0,University,General Cooperation,,9-Sep-15
CANADA,America,CA010-1993B001,"Ottawa, University of",,,,9-Dec-1993,8-Dec-1998,0,University,Student Exchange,,9-Sep-15
CANADA,America,CA010-1998A001,"Ottawa, University of",,,,22-Sep-1998,unlimited,1,University,General Cooperation,,9-Sep-15
CANADA,America,CA006-1998A211,Polytechnique Montreal,,,,28-May-1998,27-May-2003,0,Faculty of Engineering,General Cooperation,,9-Sep-15
CANADA,America,CA006-2014A001,Polytechnique Montreal,,,,5-Jun-2014,auto renew,1,University,General Cooperation,,9-Sep-15
CANADA,America,CA011-1986A261,"Quebec, University of, at Montreal",,,Department of Business Administration,22-Dec-1986,unlimited,1,Faculty of Commerce and Accountancy,General Cooperation,,9-Sep-15
CANADA,America,CA011-1987A221,"Quebec, University of, at Montreal",,,Department of Literary Studies,27-Jan-1987,unlimited,1,Faculty of Arts,General Cooperation,,9-Sep-15
CANADA,America,CA012-2005A001,Queen's University at Kingston,,,Queen's School of Business,20-Jul-2005,19-Jul-2010,0,University,General Cooperation,,9-Sep-15
CANADA,America,CA012-2005B001,Queen's University at Kingston,,,Queen's School of Business,22-Sep-2005,31-Aug-2010,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
CANADA,America,CA012-2017B261,Queen's University at Kingston,,,Stephen J.R. Smith School of Business,3-Aug-2017,2-Aug-2022,,Faculty of Commerce and Accountancy,Student Exchange,,1-Aug-18
CANADA,America,CA013-2002A001,"Regina, University of ",,,,25-Feb-2002,24-Feb-2007,0,University,General Cooperation,,9-Sep-15
CANADA,America,CA013-2011A001,"Regina, University of ",,,,15-Feb-2011,29-Feb-2016,0,University,General Cooperation,,9-Sep-15
CANADA,America,CA019-2013A261,Saint Mary's University,,,Sobey School of Business,14-Oct-2013,auto renew,1,Faculty of Commerce and Accountancy,General Cooperation,With details on student and staff exchanges,30-Apr-18
CANADA,America,CA014-2001B001,Simon Fraser University,,,,25-Oct-2001,10-Apr-2014,0,University,Student Exchange,Replaced by the new agreement signed on 11-Apr-2014,9-Sep-15
CANADA,America,CA014-2014B261,Simon Fraser University,,,Beedie School of Business,11-Apr-2014,10-Apr-2019,0,Faculty of Commerce and Accountancy,Student Exchange,ตามปกติสัญญาระดับคณะจะแทนที่ระดับมหาวิทยาลัยไม่ได้ แต่ผช.เกรียงไกรอนุญาตเป็นกรณีพิเศษเนื่องจากได้ลงนามไปตั้งแต่ 2014 และแจ้งว่าจะไปหารือและชี้แจงกับคณะภายหลัง,4-May-16
CANADA,America,CA018-2013B261,"Toronto, University of",,,"Rotman Commerce, Faculty of Arts and Science",18-Mar-2013,17-Mar-2018,0,Faculty of Commerce and Accountancy,Student Exchange,,29-Jun-17
CANADA,America,CA018-2018B001,"Toronto, University of",,,,20-Dec-2018,19-Dec-2023,1,University,Student Exchange,With Addendum for Business School,28-Jan-19
CANADA,America,CA020-2018A281,Vancouver Film School,,,,22-Jan-2018,21-Jan-2023,1,Faculty of Communication Arts,General Cooperation,,14-Nov-18
CANADA,America,CA015-2003C001,"Victoria, University of",,,,15-Oct-2003,31-Dec-2008,0,University,Faculty/Researchers Exchange,,9-Sep-15
CANADA,America,CA015-1988A001,"Victoria, University of",,,,22-Apr-1988,16-Nov-2018,0,University,General Cooperation,Superseded by the new agreement signed on 16-Nov-2018,9-Sep-15
CANADA,America,CA015-1993A261,"Victoria, University of",,,,9-Feb-1993,16-Nov-2018,0,Faculty of Commerce and Accountancy,General Cooperation,Superseded by the new agreement signed on 16-Nov-2018,9-Sep-15
CANADA,America,CA015-1996C001,"Victoria, University of",,,,6-Nov-1996,31-Dec-2003,0,University,Faculty/Researchers Exchange,,9-Sep-15
CANADA,America,CA015-2004A261,"Victoria, University of",,,Faculty of Business,18-May-2004,unlimited,1,Faculty of Commerce and Accountancy,General Cooperation,,9-Sep-15
CANADA,America,CA015-2018A001,"Victoria, University of",,,,16-Nov-2018,15-Nov-2023,,University,General Cooperation,,12-Dec-18
CANADA,America,CA016-1990B781,York University,,,,25-Oct-1990,auto renew,1,SASIN,Student Exchange,,9-Sep-15
CANADA,America,CA016-2002B261,York University,,,,19-Sep-2002,unlimited,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
CANADA,America,CA016-2006B001,York University,,,,30-May-2006,29-May-2011,0,University,Student Exchange,,9-Sep-15
CANADA,America,CA016-2013A001,York University,,,,9-Oct-2013,8-Oct-2018,0,University,General Cooperation,,9-Sep-15
CANADA,America,CA016-2013B001,York University,,,,9-Oct-2013,8-Oct-2018,0,University,Student Exchange,,9-Sep-15
CANADA,America,CA016-2006A001,York University,,,,30-May-2006,29-May-2011,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN001-1996A001,Beijing Foreign Studies University,,,,1-Jul-1996,30-Jun-2001,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN001-2002A001,Beijing Foreign Studies University,,,,14-Jun-2002,13-Jun-2007,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN042-2016A001,Beijing Institute of Technology,,,,22-Mar-2016,21-Mar-2021,1,University,General Cooperation,,25-Apr-16
CHINA,Asia,CN042-2016B001,Beijing Institute of Technology,,,,22-Mar-2016,unlimited,1,University,Student Exchange,,25-Apr-16
CHINA,Asia,CN043-2016A251,Beijing Jiaotong University,,,School of Architecture and Design,17-Aug-2016,16-Aug-2021,1,Faculty of Architecture,General Cooperation,,8-Sep-16
CHINA,Asia,CN002-2014A001,Beijing Language and Culture University,,,,14-Jul-2014,13-Jul-2017,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN002-2014B001,Beijing Language and Culture University,,,,14-Jul-2014,13-Jul-2017,0,University,Student Exchange,,9-Sep-15
CHINA,Asia,CN039-2015A001,Beijing Normal University,,,,31-Mar-2015,30-Mar-2020,1,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN039-2018A281,Beijing Normal University,,,School of Arts and Communication,11-May-2018,10-May-2023,1,Faculty of Communication Arts,General Cooperation,,14-Nov-18
CHINA,Asia,CN003-2012A001,Beijing Sport University,,,,19-Jun-2012,unlimited,1,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN004-1988A001,Central South University,,,,16-Sep-1988,15-Sep-1991,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN004-2017A211,Central South University,,,"School of Civil Engineering, School of Traffic and Transportation Engineering",15-Nov-2017,14-Nov-2020,1,Faculty of Engineering,General Cooperation,,25-Jan-19
CHINA,Asia,CN006-1995A001,Central University of the Minorities,,,,14-Sep-1995,13-Sep-1998,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN007-1987A001,China National Nonferrous Metals Corporation,,,,25-May-1987,unlimited,1,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN008-2005A001,China Radio International,,CRI,,23-Nov-2005,unlimited,1,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN047-2018B291,"Chinese University of Hong Kong, Shenzhen",,,,10-Oct-2018,9-Oct-2023,,Faculty of Economics,Student Exchange,,12-Dec-18
CHINA,Asia,CN010-2008A001,Communication University of China,,,,24-Jan-2008,23-Jan-2011,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN010-2009A221,Communication University of China,,,International College for Chinese Language Studies,7-Dec-2009,auto renew,1,Faculty of Arts,General Cooperation,,9-Sep-15
CHINA,Asia,CN009-2006J001,Confucius Institute Headquarters,The Office of Chinese Language Council International,HANBAN,,18-Dec-2006,auto renew,1,University,Collaboration on the Establishment of Forum/Institute/Center,,9-Sep-15
CHINA,Asia,CN009-2015J001,Confucius Institute Headquarters,The Office of Chinese Language Council International,HANBAN,,10-Dec-2015,n/a,1,University,Collaboration on the Establishment of Forum/Institute/Center,สัญญาไม่ผ่านวิรัชกิจฯ,17-Dec-15
CHINA,Asia,CN011-2010A211,East China Institute of Technology,,,Faculty of Information Engineering,15-Oct-2010,14-Oct-2015,0,Faculty of Engineering,General Cooperation,,9-Sep-15
CHINA,Asia,CN011-2010A212,East China Institute of Technology,,,Faculty of Mechanical and Electronic Engineering,15-Oct-2010,14-Oct-2015,0,Faculty of Engineering,General Cooperation,,9-Sep-15
CHINA,Asia,CN011-2010B211,East China Institute of Technology,,,Faculty of Information Engineering,15-Oct-2010,14-Oct-2015,0,Faculty of Engineering,Student Exchange,,9-Sep-15
CHINA,Asia,CN011-2010B212,East China Institute of Technology,,,Faculty of Mechanical and Electronic Engineering,15-Oct-2010,14-Oct-2015,0,Faculty of Engineering,Student Exchange,,9-Sep-15
CHINA,Asia,,Fudan University,,,"Fudan University Shanghai Medical College
",25-May-2017,24-May-2022,1,Faculty of Medicine,General Cooperation,,14-Mar-19
CHINA,Asia,,Fudan University,,,"Fudan University Shanghai Medical College
",25-May-2017,24-May-2022,,Faculty of Medicine,Student Exchange,,14-Mar-19
CHINA,Asia,CN048-2018A001,Guangdong University of Foreign Studies,,GDUFS,,30-Nov-2018,29-Nov-2023,1,University,General Cooperation,,12-Dec-18
CHINA,Asia,CN049-2018A321,Guangxi Medical University,,GXMU,College of Stomatology,19-Oct-2018,auto renew,,Faculty of Dentistry,General Cooperation,,25-Jan-19
CHINA,Asia,CN012-1998A001,Guangxi Normal University,,,,24-Jun-1998,unlimited,1,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN013-1986F001,Guangxi University for Nationalities,Guangxi Institute of Minorities,,,5-Jun-1986,unlimited,1,University,Research Collaboration / Joint Research,,9-Sep-15
CHINA,Asia,CN013-1997A001,Guangxi University for Nationalities,Guangxi Institute of Minorities,,,8-Jul-1997,7-Jul-2000,0,university,General Cooperation,,9-Sep-15
CHINA,Asia,CN013-2002B001,Guangxi University for Nationalities,Guangxi Institute of Minorities,,,26-Jun-2002,25-Jun-2007,0,University,Student Exchange,,9-Sep-15
CHINA,Asia,CN013-2010O001,Guangxi University for Nationalities,Guangxi Institute of Minorities,,,28-Jan-2010,Until the agreement is signed,1,University,Others : เพื่อพัฒนาข้อตกลงความร่วมมือโครงการทดสอบสมรรถภาพภาษาไทยฯ,,9-Sep-15
CHINA,Asia,CN014-2009A001,Guizhou University,,,,7-Aug-2009,6-Aug-2014,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN015-2000A621,Harbin Medical University,,,Public Health College,9-Feb-2000,unlimited,1,College of Public Health Sciences,General Cooperation,,9-Sep-15
CHINA,Asia,CN016-1993A301,Hunan Medical University,,,,30-Jun-1993,29-Jun-1997,0,Faculty of Medicine,General Cooperation,,9-Sep-15
CHINA,Asia,CN017-2013A291,Inner Mongolia Medical University,,IMMU,School of Health Management,28-Mar-2013,27-Mar-2018,0,Faculty of Economics,General Cooperation,,9-Sep-15
CHINA,Asia,CN017-2018A291,Inner Mongolia Medical University,,IMMU,School of Health Management,10-Jan-2018,9-Jan-2023,1,Faculty of Economics,General Cooperation,,25-Jan-19
CHINA,Asia,,Jiangnan University,,,,14-Jan-2019,13-Jan-2024,1,Faculty of Pharmaceutical Sciences / Faculty of Engineering,General Cooperation,,7-Mar-19
CHINA,Asia,,Jiangnan University,,,School of Chemical and Materials Engineering,29-Sep-2018,28-Sep-2023,1,Faculty of Pharmaceutical Sciences,Research Collaboration / Joint Research,,7-May-19
CHINA,Asia,,Jiangnan University,,,School of Pharmaceutical Sciences,30-Apr-2018,29-Apr-2023,1,Faculty of Pharmaceutical Sciences / Faculty of Engineering,,,7-May-19
CHINA,Asia,CN045-2016A001,Jilin Animation Institute,,,,11-Mar-2016,10-Mar-2021,1,University,General Cooperation,,21-Jun-17
CHINA,Asia,CN018-2000B261,Jilin University,,,School of Business,8-Mar-2000,7-Mar-2005,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
CHINA,Asia,CN018-2009A001,Jilin University,,,,10-Mar-2009,9-Mar-2014,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN018-2009B001,Jilin University,,,,10-Mar-2009,auto renew,1,University,Student Exchange,,9-Sep-15
CHINA,Asia,CN037-1991A231,Kunming Institute of Botany,,,,16-Aug-1991,15-Aug-1996,0,Faculty of Science,General Cooperation,,9-Sep-15
CHINA,Asia,CN019-1990A001,Kunming Medical University,Kunming Medical College,,,14-Dec-1990,13-Dec-1995,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN019-1995A301,Kunming Medical University,Kunming Medical College,,,18-Dec-1995,unlimited,1,Faculty of Medicine,General Cooperation,,9-Sep-15
CHINA,Asia,CN019-1996A001,Kunming Medical University,Kunming Medical College,,,1-Jan-1996,31-Dec-2000,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN019-2001A001,Kunming Medical University,Kunming Medical College,,,20-Dec-2001,19-Dec-2006,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN019-2014A001,Kunming Medical University,Kunming Medical College,,,2-Apr-2014,unlimited,1,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN019-2014A301,Kunming Medical University,Kunming Medical College,,,2-Apr-2014,1-Apr-2019,0,Faculty of Medicine,General Cooperation,,9-Sep-15
CHINA,Asia,CN020-2012A291,Kunming University of Science and Technology,,,Faculty of Management and Economics,8-Jun-2012,7-Jun-2017,0,Faculty of Economics,General Cooperation,,9-Sep-15
CHINA,Asia,CN021-1994A001,Nankai University,,,,8-Aug-1994,7-Aug-1999,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN038-2014A291,Ningxia Medical University,,,School of Management,26-Feb-2014,25-Feb-2019,0,Faculty of Economics,General Cooperation,,9-Sep-15
CHINA,Asia,CN046-2018A211,"Nottingham Ningbo, University of",,,,23-Jan-2018,22-Jan-2023,1,Faculty of Engineering,General Cooperation,,7-May-18
CHINA,Asia,CN046-2018B211,"Nottingham Ningbo, University of",,,,23-Jan-2018,22-Jan-2023,1,Faculty of Engineering,Student Exchange,,7-May-18
CHINA,Asia,CN022-1988A001,Peking University,,,,11-Oct-1988,10-Oct-1993,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN022-1995A001,Peking University,,,,1-Jun-1995,31-May-2000,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN022-2001A001,Peking University,,,,20-Jun-2001,19-Jun-2006,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN022-2006J001,Peking University,,,,4-Apr-2006,unlimited,1,University,Collaboration on the Establishment of Forum/Institute/Center,Amended on 4-Apr-2015,9-Sep-15
CHINA,Asia,CN022-2006A001,Peking University,,,,20-Jun-2006,19-Jun-2011,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN022-2006J002,Peking University,,,,18-Dec-2006,17-Dec-2011,0,University,Collaboration on the Establishment of Forum/Institute/Center,,9-Sep-15
CHINA,Asia,CN022-2010A321,Peking University,,,,5-Jan-2010,4-Jan-2015,0,Faculty of Dentistry,General Cooperation,,9-Sep-15
CHINA,Asia,CN022-2015A001,Peking University,,,,4-Apr-2015,3-Apr-2020,1,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN022-2015J001,Peking University,,,,4-Apr-2015,unlimited,1,University,Collaboration on the Establishment of Forum/Institute/Center,,9-Sep-15
CHINA,Asia,CN022-2015B211,Peking University,,,College of Engineering,26-Feb-2015,25-Feb-2020,1,Faculty of Engineering,Student Exchange,,9-Sep-15
CHINA,Asia,CN023-1993F211,"Petroleum, University of ",,,School of Chemical Engineering,28-May-1993,27-May-1996,0,Faculty of Engineering,Research Collaboration / Joint Research,,9-Sep-15
CHINA,Asia,CN023-1995F211,"Petroleum, University of ",,,School of Petrochemical Engineering,23-Oct-1995,22-Oct-1998,0,Faculty of Engineering,Research Collaboration / Joint Research,,9-Sep-15
CHINA,Asia,CN023-1995F212,"Petroleum, University of ",,,Department of Petroleum Engineering,23-Oct-1995,22-Oct-2000,0,Faculty of Engineering,Research Collaboration / Joint Research,,9-Sep-15
CHINA,Asia,CN023-1996F211,"Petroleum, University of ",,,,1-Jan-1996,31-Dec-2000,0,Faculty of Engineering,Research Collaboration / Joint Research,,9-Sep-15
CHINA,Asia,CN023-1996A001,"Petroleum, University of ",,,,21-Jun-1996,20-Jun-2001,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN023-1997F211,"Petroleum, University of ",,,,1-Oct-1997,1-Oct-2002,0,Faculty of Engineering,General Cooperation,,9-Sep-15
CHINA,Asia,CN024-2013A001,"Science and Technology Beijing, University of",,,,18-Jul-2013,17-Jul-2018,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN024-2013B001,"Science and Technology Beijing, University of",,,,18-Jul-2013,17-Jul-2018,0,University,Student Exchange,,9-Sep-15
CHINA,Asia,CN025-1990A271,Shaanxi Education Commission,,,,7-Dec-1990,unlimited,1,Faculty of Education,General Cooperation,,9-Sep-15
CHINA,Asia,CN026-2010A321,Shanghai Jiao Tong University,,,College of Stomatology,25-Nov-2010,24-Nov-2015,0,Faculty of Dentistry,General Cooperation,,9-Sep-15
CHINA,Asia,CN027-2011A001,Shenyang Aerospace University,,,,28-Feb-2011,27-Feb-2016,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN040-2015A331,Shenyang Pharmaceutical University,,,,21-Jan-2015,auto renew,1,Faculty of Pharmaceutical Sciences,General Cooperation,,9-Sep-15
CHINA,Asia,CN050-2017B261,Southwestern University of Finance and Economics,,,College of International Education,21-Jun-2017,20-Jun-2022,,Faculty of Commerce and Accountancy,Student Exchange,,29-Jan-18
CHINA,Asia,CN028-2005A251,Tianjin University,,,School of Architecture,28-Oct-2005,27-Oct-2010,0,Faculty of Architecture,General Cooperation,,9-Sep-15
CHINA,Asia,CN044-2017F001,Third Institute of Oceanography,,,,8-Jun-2017,7-Jun-2020,1,University,Research Collaboration / Joint Research,,13-Jun-17
CHINA,Asia,CN029-1991A001,Tongji University,,,,1-May-1991,30-Apr-1995,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN030-2003A001,Tsinghua University,,,,3-Apr-2003,2-Apr-2008,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN030-2008A001,Tsinghua University,,,,3-Apr-2008,3-Apr-2013,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN030-2013A001,Tsinghua University,,,,4-Mar-2013,3-Apr-2018,0,University,General Cooperation,,9-Sep-15
CHINA,Asia,CN030-2013B001,Tsinghua University,,,,2-Jul-2013,1-Jul-2018,0,University,Student Exchange,,9-Sep-15
CHINA,Asia,CN030-2016O001,Tsinghua University,,,,16-Aug-2016,unlimited,1,University,Others: Letter of Intent,,9-Sep-16
CHINA,Asia,CN030-2017D001,Tsinghua University,,,,10-Oct-2017,9-Oct-2018,,University,Grant Contract/ Scholarship Program,For the financial support of the Asian Universities Alliance (AUA) Executives Meeting,2-Feb-18
CHINA,Asia,CN030-2017D002,Tsinghua University,,,,10-Oct-2017,9-Oct-2018,,University,Grant Contract/ Scholarship Program,For the financial support of the Asian Universities Alliance (AUA) Youth Forum,2-Feb-18
